provider_name,npi,specialty,subspecialty,clinical_focus_terms
"AKIYODE, RAQIBAT OLUBUSOLA",1821650581,Cardiology,Pediatric - Cardiology,"[""ventricular septal defect"",""atrial septal defect"",""Cardiac radiofrequency ablation"",""Total anomalous pulmonary venous return"",""Fetal cardiomyopathy"",""Pulmonary Stenosis"",""electrocardiography"",""Congenital cardiomyopathy"",""atrioventricular septal defect"",""ATRIOVENTRICULAR CANAL DEFECT"",""bradycardia"",""Acute heart failure"",""tricuspid atresia"",""congenital atresia of pulmonary valve"",""Hypoplastic Left Heart Syndrome"",""Congenital heart block"",""essential hypertension"",""wolff-parkinson-white syndrome"",""truncus arteriosus"",""tetralogy of fallot"",""supraventricular tachycardia"",""tachycardia"",""syncope"",""Rheumatic Heart Disease"",""rheumatic fever"",""Pulmonary Edema"",""pericarditis"",""myocarditis"",""myocardial infarction"",""Mucocutaneous Lymph Node Syndrome"",""pulmonary hypertension"",""congestive heart failure"",""congenital heart defects"",""foramen ovale, patent"",""Bacterial Endocarditis"",""echocardiography"",""Patent ductus arteriosus"",""DiGeorge Syndrome"",""Dextrocardia"",""aortic coarctation"",""Angiocardiography""]"
"ALENICK, D. SCOTT",1639138316,Cardiology,Pediatric - Cardiology,"[""ventricular septal defect"",""atrial septal defect"",""Cardiac radiofrequency ablation"",""Total anomalous pulmonary venous return"",""Fetal cardiomyopathy"",""Pulmonary Stenosis"",""electrocardiography"",""Congenital cardiomyopathy"",""atrioventricular septal defect"",""ATRIOVENTRICULAR CANAL DEFECT"",""bradycardia"",""Acute heart failure"",""tricuspid atresia"",""congenital atresia of pulmonary valve"",""Hypoplastic Left Heart Syndrome"",""Congenital heart block"",""essential hypertension"",""wolff-parkinson-white syndrome"",""truncus arteriosus"",""tetralogy of fallot"",""supraventricular tachycardia"",""tachycardia"",""syncope"",""Rheumatic Heart Disease"",""rheumatic fever"",""Pulmonary Edema"",""pericarditis"",""myocarditis"",""myocardial infarction"",""Mucocutaneous Lymph Node Syndrome"",""pulmonary hypertension"",""congestive heart failure"",""congenital heart defects"",""foramen ovale, patent"",""Bacterial Endocarditis"",""echocardiography"",""Patent ductus arteriosus"",""DiGeorge Syndrome"",""Dextrocardia"",""aortic coarctation"",""Angiocardiography""]"
"ALTMANN, KAREN",1467453647,Cardiology,Pediatric - Cardiology,"[""ventricular septal defect"",""atrial septal defect"",""Cardiac radiofrequency ablation"",""Total anomalous pulmonary venous return"",""Fetal cardiomyopathy"",""Pulmonary Stenosis"",""electrocardiography"",""Congenital cardiomyopathy"",""atrioventricular septal defect"",""ATRIOVENTRICULAR CANAL DEFECT"",""bradycardia"",""Acute heart failure"",""tricuspid atresia"",""congenital atresia of pulmonary valve"",""Hypoplastic Left Heart Syndrome"",""Congenital heart block"",""essential hypertension"",""wolff-parkinson-white syndrome"",""truncus arteriosus"",""tetralogy of fallot"",""supraventricular tachycardia"",""tachycardia"",""syncope"",""Rheumatic Heart Disease"",""rheumatic fever"",""Pulmonary Edema"",""pericarditis"",""myocarditis"",""myocardial infarction"",""Mucocutaneous Lymph Node Syndrome"",""pulmonary hypertension"",""congestive heart failure"",""congenital heart defects"",""foramen ovale, patent"",""Bacterial Endocarditis"",""echocardiography"",""Patent ductus arteriosus"",""DiGeorge Syndrome"",""Dextrocardia"",""aortic coarctation"",""Angiocardiography""]"
"ALY, DOAA GABER MAHGOUB",1790193688,Cardiology,Pediatric - Cardiology,"[""ventricular septal defect"",""atrial septal defect"",""Cardiac radiofrequency ablation"",""Total anomalous pulmonary venous return"",""Fetal cardiomyopathy"",""Pulmonary Stenosis"",""electrocardiography"",""Congenital cardiomyopathy"",""atrioventricular septal defect"",""ATRIOVENTRICULAR CANAL DEFECT"",""bradycardia"",""Acute heart failure"",""tricuspid atresia"",""congenital atresia of pulmonary valve"",""Hypoplastic Left Heart Syndrome"",""Congenital heart block"",""essential hypertension"",""wolff-parkinson-white syndrome"",""truncus arteriosus"",""tetralogy of fallot"",""supraventricular tachycardia"",""tachycardia"",""syncope"",""Rheumatic Heart Disease"",""rheumatic fever"",""Pulmonary Edema"",""pericarditis"",""myocarditis"",""myocardial infarction"",""Mucocutaneous Lymph Node Syndrome"",""pulmonary hypertension"",""congestive heart failure"",""congenital heart defects"",""foramen ovale, patent"",""Bacterial Endocarditis"",""echocardiography"",""Patent ductus arteriosus"",""DiGeorge Syndrome"",""Dextrocardia"",""aortic coarctation"",""Angiocardiography""]"
"APFEL, HOWARD",1134102205,Cardiology,Pediatric - Cardiology,"[""ventricular septal defect"",""atrial septal defect"",""Cardiac radiofrequency ablation"",""Total anomalous pulmonary venous return"",""Fetal cardiomyopathy"",""Pulmonary Stenosis"",""electrocardiography"",""Congenital cardiomyopathy"",""atrioventricular septal defect"",""ATRIOVENTRICULAR CANAL DEFECT"",""bradycardia"",""Acute heart failure"",""tricuspid atresia"",""congenital atresia of pulmonary valve"",""Hypoplastic Left Heart Syndrome"",""Congenital heart block"",""essential hypertension"",""wolff-parkinson-white syndrome"",""truncus arteriosus"",""tetralogy of fallot"",""supraventricular tachycardia"",""tachycardia"",""syncope"",""Rheumatic Heart Disease"",""rheumatic fever"",""Pulmonary Edema"",""pericarditis"",""myocarditis"",""myocardial infarction"",""Mucocutaneous Lymph Node Syndrome"",""pulmonary hypertension"",""congestive heart failure"",""congenital heart defects"",""foramen ovale, patent"",""Bacterial Endocarditis"",""echocardiography"",""Patent ductus arteriosus"",""DiGeorge Syndrome"",""Dextrocardia"",""aortic coarctation"",""Angiocardiography""]"
"AVERIN, KONSTANTIN",1164665725,Cardiology,Pediatric - Cardiology,"[""ventricular septal defect"",""atrial septal defect"",""Cardiac radiofrequency ablation"",""Total anomalous pulmonary venous return"",""Fetal cardiomyopathy"",""Pulmonary Stenosis"",""electrocardiography"",""Congenital cardiomyopathy"",""atrioventricular septal defect"",""ATRIOVENTRICULAR CANAL DEFECT"",""bradycardia"",""Acute heart failure"",""tricuspid atresia"",""congenital atresia of pulmonary valve"",""Hypoplastic Left Heart Syndrome"",""Congenital heart block"",""essential hypertension"",""wolff-parkinson-white syndrome"",""truncus arteriosus"",""tetralogy of fallot"",""supraventricular tachycardia"",""tachycardia"",""syncope"",""Rheumatic Heart Disease"",""rheumatic fever"",""Pulmonary Edema"",""pericarditis"",""myocarditis"",""myocardial infarction"",""Mucocutaneous Lymph Node Syndrome"",""pulmonary hypertension"",""congestive heart failure"",""congenital heart defects"",""foramen ovale, patent"",""Bacterial Endocarditis"",""echocardiography"",""Patent ductus arteriosus"",""DiGeorge Syndrome"",""Dextrocardia"",""aortic coarctation"",""Angiocardiography""]"
"BARRIS, DAVID",1477084390,Cardiology,Pediatric - Cardiology,"[""ventricular septal defect"",""atrial septal defect"",""Cardiac radiofrequency ablation"",""Total anomalous pulmonary venous return"",""Fetal cardiomyopathy"",""Pulmonary Stenosis"",""electrocardiography"",""Congenital cardiomyopathy"",""atrioventricular septal defect"",""ATRIOVENTRICULAR CANAL DEFECT"",""bradycardia"",""Acute heart failure"",""tricuspid atresia"",""congenital atresia of pulmonary valve"",""Hypoplastic Left Heart Syndrome"",""Congenital heart block"",""essential hypertension"",""wolff-parkinson-white syndrome"",""truncus arteriosus"",""tetralogy of fallot"",""supraventricular tachycardia"",""tachycardia"",""syncope"",""Rheumatic Heart Disease"",""rheumatic fever"",""Pulmonary Edema"",""pericarditis"",""myocarditis"",""myocardial infarction"",""Mucocutaneous Lymph Node Syndrome"",""pulmonary hypertension"",""congestive heart failure"",""congenital heart defects"",""foramen ovale, patent"",""Bacterial Endocarditis"",""echocardiography"",""Patent ductus arteriosus"",""DiGeorge Syndrome"",""Dextrocardia"",""aortic coarctation"",""Angiocardiography""]"
"BAYLE, KEN MICHAEL S",1356683437,Cardiology,Pediatric - Cardiology,"[""ventricular septal defect"",""atrial septal defect"",""Cardiac radiofrequency ablation"",""Total anomalous pulmonary venous return"",""Fetal cardiomyopathy"",""Pulmonary Stenosis"",""electrocardiography"",""Congenital cardiomyopathy"",""atrioventricular septal defect"",""ATRIOVENTRICULAR CANAL DEFECT"",""bradycardia"",""Acute heart failure"",""tricuspid atresia"",""congenital atresia of pulmonary valve"",""Hypoplastic Left Heart Syndrome"",""Congenital heart block"",""essential hypertension"",""wolff-parkinson-white syndrome"",""truncus arteriosus"",""tetralogy of fallot"",""supraventricular tachycardia"",""tachycardia"",""syncope"",""Rheumatic Heart Disease"",""rheumatic fever"",""Pulmonary Edema"",""pericarditis"",""myocarditis"",""myocardial infarction"",""Mucocutaneous Lymph Node Syndrome"",""pulmonary hypertension"",""congestive heart failure"",""congenital heart defects"",""foramen ovale, patent"",""Bacterial Endocarditis"",""echocardiography"",""Patent ductus arteriosus"",""DiGeorge Syndrome"",""Dextrocardia"",""aortic coarctation"",""Angiocardiography""]"
"BEGUM, FAHMIDA",1013551787,Cardiology,Pediatric - Cardiology,"[""ventricular septal defect"",""atrial septal defect"",""Cardiac radiofrequency ablation"",""Total anomalous pulmonary venous return"",""Fetal cardiomyopathy"",""Pulmonary Stenosis"",""electrocardiography"",""Congenital cardiomyopathy"",""atrioventricular septal defect"",""ATRIOVENTRICULAR CANAL DEFECT"",""bradycardia"",""Acute heart failure"",""tricuspid atresia"",""congenital atresia of pulmonary valve"",""Hypoplastic Left Heart Syndrome"",""Congenital heart block"",""essential hypertension"",""wolff-parkinson-white syndrome"",""truncus arteriosus"",""tetralogy of fallot"",""supraventricular tachycardia"",""tachycardia"",""syncope"",""Rheumatic Heart Disease"",""rheumatic fever"",""Pulmonary Edema"",""pericarditis"",""myocarditis"",""myocardial infarction"",""Mucocutaneous Lymph Node Syndrome"",""pulmonary hypertension"",""congestive heart failure"",""congenital heart defects"",""foramen ovale, patent"",""Bacterial Endocarditis"",""echocardiography"",""Patent ductus arteriosus"",""DiGeorge Syndrome"",""Dextrocardia"",""aortic coarctation"",""Angiocardiography""]"
"BERMAN - ROSENZWEIG, ERIKA",1831163708,Cardiology,Pediatric - Cardiology,"[""ventricular septal defect"",""atrial septal defect"",""Cardiac radiofrequency ablation"",""Total anomalous pulmonary venous return"",""Fetal cardiomyopathy"",""Pulmonary Stenosis"",""electrocardiography"",""Congenital cardiomyopathy"",""atrioventricular septal defect"",""ATRIOVENTRICULAR CANAL DEFECT"",""bradycardia"",""Acute heart failure"",""tricuspid atresia"",""congenital atresia of pulmonary valve"",""Hypoplastic Left Heart Syndrome"",""Congenital heart block"",""essential hypertension"",""wolff-parkinson-white syndrome"",""truncus arteriosus"",""tetralogy of fallot"",""supraventricular tachycardia"",""tachycardia"",""syncope"",""Rheumatic Heart Disease"",""rheumatic fever"",""Pulmonary Edema"",""pericarditis"",""myocarditis"",""myocardial infarction"",""Mucocutaneous Lymph Node Syndrome"",""pulmonary hypertension"",""congestive heart failure"",""congenital heart defects"",""foramen ovale, patent"",""Bacterial Endocarditis"",""echocardiography"",""Patent ductus arteriosus"",""DiGeorge Syndrome"",""Dextrocardia"",""aortic coarctation"",""Angiocardiography""]"
